Name,Address,Phone,Website,Rating,Pricing,Description,Tags,Images
 Montana's BBQ & Bar - Beacon Hill,,,https://www.opentable.ca/r/montanas-bbq-and-bar-beacon-hill-calgary?corrid=21edc283-fc00-4e6d-aabb-3872eaf46929&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,3.0,0.5,Cousin and her husband where visiting from UK. They wanted to try ribs.,"Unspecified,Calgary","['https://s1.qwant.com/thumbr/474x355/8/d/df3dfb10d9af3615a0ddbe910a3854b9b1bafd835cb71f342c6ac0e0f4e0ab/th.jpg?u=https%3A%2F%2Ftse2.explicit.bing.net%2Fth%3Fid%3DOIP.xvi3moBzUw36yeRiTW1nUwHaFj%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x315/f/0/f2cfefaf65881382d797d5ba1322d3b4698390bedcf5de7c89d3dfada7ecde/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.a19eZnXmFR9wTKV3A2MlIwHaE7%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x474/4/c/85dbe27f82cf02d2ddd1f53fbe1049ff3c3f25d3d9f263434ec0ce4cd7cac8/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.Ob1_fRUmgADzbLZDJDFVuwHaHa%26pid%3DApi&q=0&b=1&p=0&a=0']"
 Cineplex Cinemas Seton & VIP,"19683 Seton Crescent SE, Calgary, AB T3M 2N9",(587) 318-3370,https://www.opentable.ca/r/cineplex-cinemas-seton-and-vip-calgary?corrid=21edc283-fc00-4e6d-aabb-3872eaf46929&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4.3,0.75,Great atmosphere and very good service. Good was good as well and was quick. It is a little on the expensive side but overall it was a nice experience.,"American,Calgary","['https://s1.qwant.com/thumbr/474x278/a/8/def1fe081bd518bc6b0a64baa0569752e3840672d1f15f10a98afbe8f45db7/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.pXNz2pIXAkO4tYPLPde5fAHaEW%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x266/4/f/a18a21f9d9ead1243fba8fa9dae71f5922a47e2db61068c415fb247c289436/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.pOuH3h-RtWYUg2Qr5q0UOgHaEK%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x316/c/2/fa4f1a27c45a2257061fe8a85495dbe38b97da3deee375261b20f57d852586/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.iBIuQlQLlOrreiZF-OaskgHaE8%26pid%3DApi&q=0&b=1&p=0&a=0']"
 The Bavarian Inn,,(403) 949-3632,https://www.opentable.ca/r/the-bavarian-inn-bragg-creek-2?corrid=21edc283-fc00-4e6d-aabb-3872eaf46929&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,5.0,0.75,Sooooo delicious and comfy,"Contemporary,German,Bragg,Creek","['https://s2.qwant.com/thumbr/474x355/7/7/c587dbe0ae15f21f180f31f38a28b7d9517a8483d36e4635dd3dbe20a65d85/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.jewu1Az3YHmsSqQxg42llgHaFj%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x474/f/0/b26105bd0341ab8c014ca2152d1699d92b56e1625770ffabe323fb9f0ed1c3/th.jpg?u=https%3A%2F%2Ftse2.explicit.bing.net%2Fth%3Fid%3DOIP.TKoJTPfeKpGIcle81UO5TQHaHa%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x355/6/6/78393268a4cfd55b63e4f10350091f4a6fe2481c97c351f47ef897fbb4edbd/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.LyWbNQ5SNRyJrNpO-d4W9gHaFj%26pid%3DApi&q=0&b=1&p=0&a=0']"
 Famoso Neapolitan Pizzeria - Country Hills,"5149 Country Hills Blvd NW #102, Calgary, AB T3A 5K8",(403) 452-5000,https://www.opentable.ca/r/famoso-neapolitan-pizzeria-country-hills-calgary?corrid=21edc283-fc00-4e6d-aabb-3872eaf46929&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,3.0,0.5,The food was excellent. The meat lover and arugula pizzas were outstanding. Wait staff were friendly. Good deals on the menu and for happy hour. Nice spot!,"Italian,Calgary","['https://s2.qwant.com/thumbr/453x450/6/9/ad363a283298a667017b1b7db635ff63cc9a2dcb33fa4d6cc5cc6933dd67ae/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.lSienqTuODbCwdtJMPvZbAAAAA%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x631/a/7/762b024e3cd6a8f9276aed18a1244e80ddc13215fb7d56308833f6862a3da1/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.-JTFj_P1PhsExCuNZwsyiADhEs%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x380/4/0/6b16996eae6dd590f4405295ead5e83a26eca97b3ef993b1cfb045e899b6ba/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.RdPRBiW-GRKXr-uzMHAT8AHaF8%26pid%3DApi&q=0&b=1&p=0&a=0']"
 The Canadian Brewhouse - Airdrie,,(587) 535-4054,https://www.opentable.ca/r/the-canadian-brewhouse-airdrie?corrid=21edc283-fc00-4e6d-aabb-3872eaf46929&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,3.9,0.5,"Only thing that was annoying is hostess didnât want to sit us patio as âthere wasnât enough spaceâ when I said I had made a reservation she said they donât do patio reservations that it was an error on open table. When I looked there was plenty of tables. I told her that was why I booked the reservation. She then huffed to sit us there. 

The rest of the servers were great and were awesome at taking care of us.","Sports,Bar,Airdrie","['https://s2.qwant.com/thumbr/474x266/6/7/922835eb242a8993e3faf7bb8d621d475143998b9d051be89fca676009028e/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.HzxsumJW-Ompqd6VG-vgiAHaEK%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x266/5/f/63eeaa92f9832ea2181a6deb41df7680a84d001e17eaeb921cef135c830a96/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.UW3w82FhNcSuqyYrVPO5uwHaEK%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x256/2/8/9f328f7c14cc458293ee994c7c35a2b2466c70dc8f55330dd03f730875c687/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.QFXVEZgtpi2JA13NZzD_xgHaEA%26pid%3DApi&q=0&b=1&p=0&a=0']"
 Southland Yard,"135 Southland Dr SE, Calgary, AB T2J 5X5",(403) 225-8636,https://www.opentable.ca/r/southland-yard-calgary?corrid=1c5ccf99-ff7c-42fc-868f-e2552c2a6fcb&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4.4,0.5,We were five guests for supper. The food and the service were both outstanding.,"Comfort,Food,Calgary","['https://s2.qwant.com/thumbr/474x474/d/7/167ff99ed95e863daa980f9653a4ab466ae5f98132e8754b495d8d4aefce5f/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.QORofEadpseyC8BaI0wMvwHaHa%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x592/4/0/202a4253324f88fa9448aa34132dc925f68b0c718679d9e6024d2622e3f2cd/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.aVHO_WVuXnQkE1bxgnkhMwHaJQ%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x266/b/c/cf2222a5d8add74bba1857d0e239e558f981447f2559a30a6ac57ff109fe7e/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.huHbthW1N9E7kzQFMSDCAQHaEK%26pid%3DApi&q=0&b=1&p=0&a=0']"
 Fionn MacCool's - Crossiron Mills,,(403) 514-6033,https://www.opentable.ca/r/fionn-maccools-crossiron-mills-rocky-view?corrid=1c5ccf99-ff7c-42fc-868f-e2552c2a6fcb&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,3.5,0.5,Great food and great service. Very friendly and attentive staff.,"American,Rocky,View,County","['https://s1.qwant.com/thumbr/474x156/2/e/429a478f95a1461a82ba167596f65990f4ffabef7f680b4fd40e3630e6cee0/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.wpqDxhW8SqRyr1KIwJ0QQwHaCc%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x266/e/2/f90c6c2afece627c72e5dd8d6b2d239002f0684f16b655b32b1e9f2e3b97d3/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.IRNXi7YS4hvMPhbDX8yFsQHaEK%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x355/0/5/65c4a2cc67ea4f2a48a0778040a0544235fdade3d3723fe96bface6503813b/th.jpg?u=https%3A%2F%2Ftse4.explicit.bing.net%2Fth%3Fid%3DOIP.INYqFs0j5nhdD7hPv5-ojgHaFj%26pid%3DApi&q=0&b=1&p=0&a=0']"
 The Canadian Brewhouse - Cochrane,,(403) 351-0513,https://www.opentable.ca/r/the-canadian-brewhouse-cochrane?corrid=1c5ccf99-ff7c-42fc-868f-e2552c2a6fcb&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,3.5,0.5,Waitress was very consistent. We had people arrive at staggered times and she was always there to take their drink order right away! No one had to wait long for their order to be taken or to receive their food or drink. She was continuously checking on us to make sure we had everything we needed and kindly asked us to settle the bills with her as she was off and the next server was with us quickly as well. Thank you Canadian Brewhouse! Thereâs many reasons I come here often on of them being the great service!!,"Sports,Bar,Cochrane","['https://s1.qwant.com/thumbr/474x288/b/2/f2e3cb4bfd7e15ee3fe1b1ec619b23ea6d3a3c501fe0f08fccdca81270ad0e/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.pWfBbjDx35idu0ovxmspuQHaEg%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/463x450/c/4/c049f6ccf1dac03b2825d3e4788c73906e449d4a5a6c81bc171ca18c779a21/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.dt9dC5BxmsDuSjedyzcWEwAAAA%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/450x450/1/b/2ca6caddcfdb6d17aeb187b40e7c03b9541d64e106fbd3fbde6762567ad1cf/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.st85h1JwSWWPxGMIrDiyxQAAAA%26pid%3DApi&q=0&b=1&p=0&a=0']"
 Hungers Stop,"3102 Glenmore Ct SE, Calgary, AB T2C 2E6",(403) 475-1030,https://www.opentable.ca/r/hungers-stop-calgary-2?corrid=1c5ccf99-ff7c-42fc-868f-e2552c2a6fcb&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4.7,0.5,Went when they first opened. Great food and very friendly service,"Comfort,Food,Glenmore,Court","['https://s1.qwant.com/thumbr/474x244/9/5/2988f4ddc7af041805c8d8b9f1fb5e52eb8036808642ab166dbcf1d3445247/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.LhQvw9xH4V3GMlOOATP_-QHaD0%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x349/6/0/27e583da4b044124dadff11ae4d340b76d38ee31a12fb0f9a9d435ef169c3f/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.EHHzp_NWNGGKrpz1G0QjWQHaFd%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x474/1/a/e42d36d27a0649baf64502c8c654299c7e3b1aec4bf1976dc3066414bf35ab/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.iaDTAVny6AYHndn_GNNfTQHaHa%26pid%3DApi&q=0&b=1&p=0&a=0']"
 MR MIKES - Airdrie,,(403) 948-3701,https://www.opentable.ca/r/mr-mikes-airdrie-airdrie?corrid=1c5ccf99-ff7c-42fc-868f-e2552c2a6fcb&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,3.5,0.5,Not a bad evening out.  Would recommend Mr. Mikes.,"Steakhouse,Airdrie","['https://s2.qwant.com/thumbr/474x217/6/9/a7474584fc54be91c962b2c8d03e2b67d0317b30f6dcbc13478f87aea826a9/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.o9rg3ffdBsZGKnNqc38KsgHaDZ%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x291/9/5/144c382791b509deba3937507a8b70acb3ac7ed03818c4fca7bc0c54ad2c04/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.3fbiJ1ZzFPRzZsGprnLwmAHaEj%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x227/7/0/25bcfa2297233f856235fb3ada597b58cd52a73fbc20d04b463f4e296810b5/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.Y-q6x1smaVo146J55ouEdgHaDj%26pid%3DApi&q=0&b=1&p=0&a=0']"
 Montana's BBQ & Bar - Airdrie,,,https://www.opentable.ca/r/montanas-bbq-and-bar-airdrie?corrid=1c5ccf99-ff7c-42fc-868f-e2552c2a6fcb&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,3.0,0.5,"pull apart bread amazing, ribs very good, fajitas were okay as the chicken was a little overdone and on the burnt side.","Unspecified,Airdrie","['https://s1.qwant.com/thumbr/474x355/8/d/df3dfb10d9af3615a0ddbe910a3854b9b1bafd835cb71f342c6ac0e0f4e0ab/th.jpg?u=https%3A%2F%2Ftse2.explicit.bing.net%2Fth%3Fid%3DOIP.xvi3moBzUw36yeRiTW1nUwHaFj%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x315/f/0/f2cfefaf65881382d797d5ba1322d3b4698390bedcf5de7c89d3dfada7ecde/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.a19eZnXmFR9wTKV3A2MlIwHaE7%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x474/4/c/85dbe27f82cf02d2ddd1f53fbe1049ff3c3f25d3d9f263434ec0ce4cd7cac8/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.Ob1_fRUmgADzbLZDJDFVuwHaHa%26pid%3DApi&q=0&b=1&p=0&a=0']"
 Bistro 1882,,(403) 938-2224,https://www.opentable.ca/r/bistro-provence-1882-okotoks-1?corrid=1c5ccf99-ff7c-42fc-868f-e2552c2a6fcb&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4.8,0.75,"The food was absolutely amazing. 
I canât wait to go back and try it again.","European,Okotoks","['https://s2.qwant.com/thumbr/474x312/d/2/b3203b5512aeb82f7e1b90e6e7cc3053dfe886280548ee505132c528b44a84/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.VgQOwpkKNR2bL0nhEVjQWAHaE4%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x326/5/0/c47a7e119ba9d8df6598a6e753ef779490d572adde52b0ce2931708e63636f/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.ASg1KLNwHh8oaqifPZOuWwHaFG%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x316/7/e/91af309847dc81df3f16a740005e9f078d864776c77739779305788b08a699/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.Huz8V0lAjRIs4wLv_bVt2wHaE8%26pid%3DApi&q=0&b=1&p=0&a=0']"
 MR MIKES - Cochrane,,(403) 851-7447,https://www.opentable.ca/r/mr-mikes-cochrane-cochrane?corrid=1c5ccf99-ff7c-42fc-868f-e2552c2a6fcb&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,3.5,0.5,Steaks very good. Ribs a little dry. All in all good time,"Steakhouse,Cochrane","['https://s1.qwant.com/thumbr/474x355/3/0/a07fe6b985dbc8f6b316b7ba2716a51b86e94831964e8cb945c72bc2b0b6db/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.L87jNDzJlXQRcxqys_T_awHaFj%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x331/e/4/d48b689204903f2d1e6296d2dccdab93c414859b4e6f473231ad480d67af58/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.iWKoyJDEws0SrRrXpfBd-AHaFL%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/456x450/2/2/1bf2733bc0d87ecd419393983547695ab0b0e696b872510a96d10458141f21/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.9yAaLeaCArDwAE335nWs-gAAAA%26pid%3DApi&q=0&b=1&p=0&a=0']"
 The Canadian Brewhouse - Okotoks,,(403) 995-5735,https://www.opentable.ca/r/the-canadian-brewhouse-okotoks?corrid=1c5ccf99-ff7c-42fc-868f-e2552c2a6fcb&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,2.5,0.5,Everything we ate was just excellent. Coming back for sure,"Sports,Bar,Okotoks","['https://s1.qwant.com/thumbr/474x664/3/c/eb3fa7633c220cd929b479e71d46e3e7323e87c5e752583fb9a4515da465ce/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.PqABzOY_2KxQqkiSvS9MFAHaKY%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x266/5/f/63eeaa92f9832ea2181a6deb41df7680a84d001e17eaeb921cef135c830a96/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.UW3w82FhNcSuqyYrVPO5uwHaEK%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x316/a/4/80c351886e933201ab7179b49d39251f171b5fba6a39d7cb55ed7bb483ab60/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.ZHwF8JDtcn9m0z2rpLzS6QHaE8%26pid%3DApi&q=0&b=1&p=0&a=0']"
 Original Joe's - Cochrane - The Quarry,,,https://www.opentable.ca/r/original-joes-cochrane-the-quarry-cochrane?corrid=1c5ccf99-ff7c-42fc-868f-e2552c2a6fcb&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,3.9,0.5,"1/ price wine night on Thursdays is a must! It was quite busy at my 6pm time but we still had great service. All of our food was was really good but two items that stood out were the bruschetta and the beef dip. The other highlight of our night was our server, Kendra was bomb! :) :)","Burgers,Cochrane","['https://s1.qwant.com/thumbr/474x355/9/3/bb8cb8cd05781a62b7f71e280bd4e57df124ff60c4661cd22fd239869d0569/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.vyAbq6EAe6_F5COVEkH3LwHaFj%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x474/d/7/2bece66e74db4d86cc14d293536898ea1d3698970654da134084dae8659d8d/th.jpg?u=https%3A%2F%2Ftse4.explicit.bing.net%2Fth%3Fid%3DOIP.pxkCTNYnQeUctEPKfGFXbQHaHa%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x208/3/9/ac9828baace087f294f5db2a9aa2c52f6534312db52bd5724b069cc23b0a76/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.5lXZeZKgbdkCQA11UDmVZgHaDQ%26pid%3DApi&q=0&b=1&p=0&a=0']"
 The Summit Restaurant,,,https://www.opentable.ca/r/the-summit-restaurant-kananaskis?corrid=1c5ccf99-ff7c-42fc-868f-e2552c2a6fcb&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4.0,0.5,This was a great place to eat after golf. We were there on a week day and you really didn't need a reservation. We had a lovely table on the deck with a terrific view. The food was excellent and the service was very prompt.,"Canadian,Kananaskis","['https://s1.qwant.com/thumbr/474x355/9/2/d944c0868b101f686b37701c3483e60a2ab1e57475473edbd1f8deb75f1d1b/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.6FIVdVbM3WQC3k8zJiu9cQHaFj%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x355/4/2/3da1b669ccfb339dbab1e24c652805c74efb258d18145c38f66e26b2f24838/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.0rPynaodIEz41DePwM3jXwHaFj%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x355/6/c/0f8739f47928a46678ad1688f788e35bca8230c61ddadc634ef238197868a4/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.E4eo13f75ty79ewZIAehkAHaFj%26pid%3DApi&q=0&b=1&p=0&a=0']"
 Burger Theory - Holiday Inn & Suites Calgary Airport North,"20 Freeport Pl NE, Calgary, AB T3J 5E1",(403) 289-7800,https://www.opentable.ca/r/burger-theory-holiday-inn-and-suites-calgary-airport-north-calgary?corrid=1c5ccf99-ff7c-42fc-868f-e2552c2a6fcb&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,1.0,0.5,"Happy hour everyday! 5-7 daily
A burger and beer for only $15!
They have great burgers there and our waiter, Tyo (sorry if I got your name wrong) was very friendly and got our drinks quickly! Lots of other happy hour specials that weâll try next time as well. 

Itâs worth going there if youâre near the airport for a quick beer and burger! 

Weâll go there again for sure!","Burgers,Calgary","['https://s1.qwant.com/thumbr/474x315/1/0/47789fd529516b1b975850394001112c708042ded4007fe9f488ba2e8b7742/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.BPPBObb__rNKtzkF15sy1wHaE7%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x312/1/d/a31d33c0d5bd42a9a81c919c8ef6c3682f50dc078f2495606c726c3b9fabb4/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.Lwle7WUrpXJSaOywSYOKtwHaE4%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x347/f/f/05a32cac29deffe07fcc1cccbf3367b850db5c8f06d7b9807b7bae5ac27907/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.7OzzKxwh7gkQs_GVZibBQQHaFb%26pid%3DApi&q=0&b=1&p=0&a=0']"
 Montana's BBQ & Bar - Cochrane,,,https://www.opentable.ca/r/montanas-bbq-and-bar-cochrane?corrid=1c5ccf99-ff7c-42fc-868f-e2552c2a6fcb&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,3.0,0.5,"Our meal was excellent 
Service also a-one 
Only complaint   It was  COLD in there 
Ate our meal with our jackets on","Unspecified,Cochrane","['https://s1.qwant.com/thumbr/474x355/8/d/df3dfb10d9af3615a0ddbe910a3854b9b1bafd835cb71f342c6ac0e0f4e0ab/th.jpg?u=https%3A%2F%2Ftse2.explicit.bing.net%2Fth%3Fid%3DOIP.xvi3moBzUw36yeRiTW1nUwHaFj%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x315/f/0/f2cfefaf65881382d797d5ba1322d3b4698390bedcf5de7c89d3dfada7ecde/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.a19eZnXmFR9wTKV3A2MlIwHaE7%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x474/4/c/85dbe27f82cf02d2ddd1f53fbe1049ff3c3f25d3d9f263434ec0ce4cd7cac8/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.Ob1_fRUmgADzbLZDJDFVuwHaHa%26pid%3DApi&q=0&b=1&p=0&a=0']"
